city,district,sector,urban_level,market_access_score,competition_index,location_cost_index,business_main_group,business_subgroup,business_age_years,monthly_revenue,monthly_expenses,net_profit_margin,current_assets_value,current_liabilities_value,requested_loan_amount,desired_repayment_period_months,credit_score,existing_loans,repayment_history_score,seasonality_factor,economic_outlook_index,interest_rate_environment,loan_purpose,cash_flow_stability_score,ownership_type,business_stage,business_risk_level,preferred_funding_partner,expected_roi_percentage,predicted_profit_from_loan,total_repayment_amount,net_gain_or_loss
Huye,Tumba,Tumba Village,Peri-Urban,9,3,4,Retail,Electronics Store,20,1016568,672391,0.34,3682239,518090,2260179,24,607,3,28,No,0.78,13.0,Equipment Purchase,95,Sole Proprietorship,Mature,High,SACCO,30,678053.7,2554002.27,384230.43
Nyagatare,Karangazi,Karangazi Centre,Rural,10,3,9,Services,Repair Workshop,4,2720150,1503606,0.45,2657479,1472593,16255461,6,612,2,90,No,0.46,15.0,Inventory,100,Partnership,Early Stage,Medium,Equity Bank,43,6989848.23,18693780.15,4551529.08
Musanze,Muhoza,Ruhengeri,Peri-Urban,10,8,4,Services,Repair Workshop,9,975251,178810,0.82,7834610,378843,5453722,6,696,4,14,No,0.1,14.0,Expansion,14,Cooperative,Mature,High,VisionFund,42,2290563.24,6217243.08,1527042.16
Nyagatare,Rukomo,Rukomo II,Rural,5,8,3,Services,Repair Workshop,15,2485737,605751,0.76,9389763,1303628,13879701,6,305,2,73,Yes,-0.35,14.0,Equipment Purchase,19,Partnership,Declining,High,VisionFund,42,5829474.42,15822859.14,3886316.28
Musanze,Busogo,Busogo II,Peri-Urban,4,1,7,Agriculture,Maize Farming,9,1937932,1106789,0.43,1129779,650295,14912467,12,698,3,40,Yes,0.12,14.0,Expansion,93,Sole Proprietorship,Declining,Low,Equity Bank,39,5815862.13,17000212.38,3728116.75
Kigali,Nyarugenge,Kimisagara,Urban,7,8,9,Retail,Clothing Shop,6,101278,63296,0.38,2661579,1540933,14898648,18,726,4,26,No,-0.28,12.5,Equipment Purchase,98,Sole Proprietorship,Early Stage,Low,Equity Bank,14,2085810.72,16760979.0,223479.72
Nyagatare,Karangazi,Karangazi Centre,Rural,4,9,9,Automotive,Tire Center,6,1698661,426382,0.75,8564312,676684,18136826,6,439,4,37,No,-0.06,13.0,Expansion,72,Cooperative,Early Stage,High,SACCO,33,5985152.58,20494613.38,3627365.2
Huye,Ngoma,Ngoma Centre,Peri-Urban,10,5,6,Agriculture,Coffee Growing,4,1378996,364603,0.74,3130108,1199582,18632666,12,556,4,94,No,-0.8,15.0,Tech Adoption,86,Partnership,Early Stage,Low,Equity Bank,37,6894086.42,21427565.9,4099186.52
Kigali,Kicukiro,Gatenga,Urban,5,10,6,Automotive,Tire Center,15,3975220,306964,0.92,2132253,1273931,12252483,18,824,1,40,No,-0.54,13.0,Expansion,32,Sole Proprietorship,Growth,High,SACCO,20,2450496.6,13845305.79,857673.81
Nyagatare,Rukomo,Rukomo I,Rural,10,9,9,Retail,Beans Shop,4,843953,225571,0.73,7594196,1532064,14173417,18,810,0,55,Yes,0.79,13.0,Inventory,27,Cooperative,Declining,Low,Bank of Kigali,18,2551215.06,16015961.21,708670.85
Nyagatare,Karangazi,Rwimiyaga,Rural,8,9,6,Manufacturing,Bakery,5,3990191,3516845,0.12,6523132,567767,7515282,12,748,0,14,No,0.0,15.0,Inventory,44,Partnership,Declining,High,VisionFund,19,1427903.58,8642574.3,300611.28
Musanze,Busogo,Busogo II,Peri-Urban,10,10,7,Retail,Beans Shop,2,1562716,226800,0.85,5288444,796964,6622443,6,451,1,58,Yes,-0.43,12.5,Inventory,11,Cooperative,Early Stage,Low,BRD,28,1854284.04,7450248.38,1026478.66
Rubavu,Kanama,Nyundo,Urban,5,8,9,Retail,Clothing Shop,8,4176074,818600,0.8,768386,979247,6746803,12,489,5,47,Yes,-0.62,12.5,Tech Adoption,55,Sole Proprietorship,Growth,High,VisionFund,10,674680.3,7590153.38,-168670.08
Rubavu,Gisenyi,Gisenyi Town,Urban,10,5,9,Automotive,Car Wash,7,1288345,500188,0.61,8451090,163066,19255555,6,517,3,75,Yes,0.5,14.0,Expansion,9,Sole Proprietorship,Declining,Low,Equity Bank,22,4236222.1,21951332.7,1540444.4
Huye,Ngoma,Ngoma Centre,Peri-Urban,7,10,5,Services,Salon,9,4265123,2452972,0.42,6022354,1310308,17952988,24,735,5,58,Yes,-0.91,14.0,Tech Adoption,5,Partnership,Growth,Low,Bank of Kigali,24,4308717.12,20466406.32,1795298.8
Huye,Ngoma,Ngoma Centre,Peri-Urban,4,1,5,Services,Repair Workshop,12,3971066,2990630,0.25,5903115,1150753,17078485,24,524,0,42,Yes,0.96,15.0,Inventory,77,Sole Proprietorship,Early Stage,High,SACCO,47,8026887.95,19640257.75,5465115.2
Musanze,Busogo,Busogo II,Peri-Urban,8,2,5,Manufacturing,Metal Works,17,227394,216750,0.05,9039895,1131338,5272678,12,830,5,0,No,-0.84,15.0,Equipment Purchase,32,Partnership,Growth,High,SACCO,7,369087.46,6063579.7,-421814.24
Rubavu,Kanama,Kanama Centre,Urban,7,5,5,Agriculture,Coffee Growing,5,4436250,3024248,0.32,687421,1073310,11995627,24,495,1,19,Yes,0.33,14.0,Inventory,27,Sole Proprietorship,Mature,Low,Bank of Kigali,41,4918207.07,13675014.78,3238819.29
Musanze,Muhoza,Muhoza Centre,Peri-Urban,7,9,3,Automotive,Spare Parts Shop,3,2043742,1963065,0.04,915549,349966,1179520,36,426,0,38,Yes,-0.16,15.0,Expansion,24,Sole Proprietorship,Mature,Low,Equity Bank,38,448217.6,1356448.0,271289.6
Rubavu,Kanama,Nyundo,Urban,9,10,3,Agriculture,Pig Farming,5,959586,316502,0.67,992206,671829,16760995,6,489,0,85,No,-0.63,12.5,Inventory,50,Cooperative,Mature,High,VisionFund,28,4693078.6,18856119.38,2597954.22
Musanze,Busogo,Busogo I,Peri-Urban,6,10,4,Manufacturing,Textile Production,2,3701985,3243839,0.12,4220061,1476999,285148,24,704,2,42,Yes,0.25,13.0,Tech Adoption,66,Sole Proprietorship,Declining,Low,Bank of Kigali,50,142574.0,322217.24,105504.76
Huye,Ngoma,Ngoma Centre,Peri-Urban,8,3,8,Retail,Clothing Shop,20,1194385,586351,0.51,4362847,636083,9607900,18,815,3,4,Yes,-0.07,15.0,Expansion,33,Sole Proprietorship,Growth,Medium,BRD,32,3074528.0,11049085.0,1633343.0
Nyagatare,Rukomo,Rukomo I,Rural,9,8,9,Agriculture,Maize Farming,9,2641059,1932353,0.27,2559306,1198379,3517477,36,686,5,76,Yes,-0.92,12.5,Expansion,37,Cooperative,Early Stage,Medium,BRD,12,422097.24,3957161.62,-17587.38
Huye,Ngoma,Ngoma Centre,Peri-Urban,5,10,9,Agriculture,Bee Keeping,18,3281296,1451573,0.56,1857739,1731554,8699462,24,779,4,27,Yes,-0.33,15.0,Inventory,90,Cooperative,Mature,Medium,VisionFund,13,1130930.06,10004381.3,-173989.24
Musanze,Busogo,Busogo I,Peri-Urban,4,9,9,Automotive,Garage Services,6,2437842,1357604,0.44,7364660,589913,16689121,36,801,2,41,No,-0.61,15.0,Expansion,6,Cooperative,Mature,High,SACCO,46,7676995.66,19192489.15,5173627.51
Nyagatare,Karangazi,Karangazi Centre,Rural,9,2,7,Retail,Mini Supermarket,7,893007,59122,0.93,1950275,1230490,768739,18,659,0,96,No,0.85,15.0,Tech Adoption,53,Partnership,Declining,Medium,Equity Bank,44,338245.16,884049.85,222934.31
Rubavu,Kanama,Kanama Centre,Urban,6,6,8,Retail,Clothing Shop,19,967072,158292,0.84,5050729,1985726,10237792,12,471,5,48,Yes,-0.74,13.0,Inventory,52,Cooperative,Growth,Low,Bank of Kigali,10,1023779.2,11568704.96,-307133.76
Nyagatare,Karangazi,Rwimiyaga,Rural,8,1,9,Retail,Electronics Store,20,3341035,977421,0.71,2644619,1521191,13269669,6,719,3,73,Yes,-0.51,14.0,Equipment Purchase,97,Partnership,Mature,Medium,BRD,8,1061573.52,15127422.66,-796180.14
Kigali,Nyarugenge,Kimisagara,Urban,6,9,5,Automotive,Motorcycle Repair,6,533047,324586,0.39,9343624,293909,3143144,18,327,2,12,Yes,0.6,12.5,Tech Adoption,6,Sole Proprietorship,Declining,Medium,VisionFund,37,1162963.28,3536037.0,770070.28
Rubavu,Gisenyi,Gisenyi Town,Urban,4,4,4,Manufacturing,Furniture Making,18,3826160,3613542,0.06,5593745,1032108,5416526,24,709,4,81,No,0.58,12.5,Tech Adoption,81,Cooperative,Growth,High,VisionFund,8,433322.08,6093591.75,-243743.67
Nyagatare,Rukomo,Rukomo I,Rural,8,10,8,Agriculture,Bee Keeping,16,657939,485100,0.26,8311239,1758776,6257410,36,734,5,53,Yes,0.42,12.5,Inventory,57,Partnership,Early Stage,High,VisionFund,20,1251482.0,7039586.25,469305.75
Musanze,Busogo,Busogo I,Peri-Urban,5,1,3,Automotive,Garage Services,7,356095,121997,0.66,5486264,1701120,3524468,6,772,5,33,Yes,-0.01,12.5,Equipment Purchase,68,Cooperative,Growth,Medium,BRD,42,1480276.56,3965026.5,1039718.06
Kigali,Kicukiro,Kicukiro Centre,Urban,8,5,8,Automotive,Spare Parts Shop,18,826809,315522,0.62,4737945,694158,12358769,18,385,1,100,No,0.74,12.5,Equipment Purchase,70,Partnership,Declining,Medium,BRD,14,1730227.66,13903615.12,185381.54
Rubavu,Gisenyi,Gisenyi Town,Urban,8,5,7,Retail,Beans Shop,3,3510801,186150,0.95,2511548,1604225,13650458,18,462,1,36,Yes,-0.88,14.0,Equipment Purchase,9,Partnership,Declining,Medium,Equity Bank,5,682522.9,15561522.12,-1228541.22
Musanze,Muhoza,Muhoza Centre,Peri-Urban,6,7,3,Manufacturing,Metal Works,0,1129553,664512,0.41,4397567,1780373,1155712,18,737,3,57,No,-0.31,14.0,Inventory,56,Sole Proprietorship,Mature,Medium,Equity Bank,43,496956.16,1317511.68,335156.48
Nyagatare,Rukomo,Rukomo I,Rural,5,5,4,Services,Photocopy Center,5,4791292,2239132,0.53,9659042,149419,16839112,36,348,1,3,Yes,0.52,13.0,Inventory,90,Cooperative,Growth,High,SACCO,33,5556906.96,19028196.56,3367822.4
Nyagatare,Karangazi,Rwimiyaga,Rural,10,3,9,Retail,Beans Shop,5,4356207,3616657,0.17,4067989,326221,2447720,12,323,1,55,No,-0.16,13.0,Equipment Purchase,0,Partnership,Mature,High,SACCO,19,465066.8,2765923.6,146863.2
Nyagatare,Karangazi,Rwimiyaga,Rural,8,9,3,Manufacturing,Textile Production,19,3603995,2341264,0.35,278876,381217,15809999,18,412,5,81,No,-0.84,13.0,Inventory,82,Cooperative,Mature,Medium,BRD,46,7272599.54,17865298.87,5217299.67
Musanze,Busogo,Busogo II,Peri-Urban,6,5,4,Services,Repair Workshop,17,2763918,560556,0.8,1449110,1713309,6885892,24,555,1,90,Yes,0.75,13.0,Expansion,41,Sole Proprietorship,Early Stage,Low,Bank of Kigali,18,1239460.56,7781057.96,344294.6
Kigali,Gasabo,Remera,Urban,4,2,3,Retail,Clothing Shop,19,2484985,482422,0.81,2669649,1934460,18224989,12,466,2,68,No,-0.32,15.0,Inventory,44,Sole Proprietorship,Declining,High,VisionFund,13,2369248.57,20958737.35,-364499.78
Nyagatare,Rukomo,Rukomo II,Rural,7,1,5,Agriculture,Pig Farming,12,4826412,3638261,0.25,8652811,884239,780734,36,481,1,59,No,0.08,13.0,Expansion,11,Partnership,Growth,High,VisionFund,26,202990.84,882229.42,101495.42
Rubavu,Gisenyi,Gisenyi Town,Urban,6,2,3,Services,Laundry Service,11,3221900,2096187,0.35,1175612,1990385,14055684,6,444,0,9,Yes,0.31,13.0,Equipment Purchase,96,Sole Proprietorship,Growth,Low,Equity Bank,10,1405568.4,15882922.92,-421670.52
Rubavu,Gisenyi,Gisenyi Town,Urban,6,1,5,Services,Repair Workshop,1,4761791,3817648,0.2,494255,631601,6257283,36,357,3,90,Yes,0.97,12.5,Equipment Purchase,10,Sole Proprietorship,Declining,Medium,VisionFund,26,1626893.58,7039443.38,844733.2
Nyagatare,Karangazi,Karangazi Centre,Rural,5,1,7,Agriculture,Pig Farming,20,3175944,2217652,0.3,5627893,446447,18811637,36,793,5,46,No,0.35,15.0,Tech Adoption,15,Partnership,Early Stage,High,VisionFund,20,3762327.4,21633382.55,940581.85
Nyagatare,Rukomo,Rukomo II,Rural,4,5,3,Automotive,Spare Parts Shop,7,1353589,1116744,0.17,351409,365850,16002551,24,579,3,19,No,0.05,13.0,Tech Adoption,30,Sole Proprietorship,Declining,Low,Bank of Kigali,45,7201147.95,18082882.63,5120816.32
Nyagatare,Rukomo,Rukomo II,Rural,6,10,7,Agriculture,Pig Farming,5,2980040,629113,0.79,6827374,1620081,19966269,18,331,4,83,Yes,0.89,12.5,Equipment Purchase,57,Cooperative,Declining,Medium,BRD,23,4592241.87,22462052.62,2096458.25
Nyagatare,Karangazi,Karangazi Centre,Rural,4,1,8,Manufacturing,Metal Works,17,4689993,3738206,0.2,608860,72114,13779627,12,393,3,99,Yes,0.84,13.0,Inventory,32,Cooperative,Growth,High,SACCO,36,4960665.72,15570978.51,3169314.21
Huye,Ngoma,Butare,Peri-Urban,4,3,5,Services,Photocopy Center,20,2518051,1155458,0.54,9078266,93121,2112662,18,374,2,58,No,-0.17,12.5,Expansion,57,Cooperative,Growth,Medium,Equity Bank,15,316899.3,2376744.75,52816.55
Kigali,Nyarugenge,Nyamirambo,Urban,4,8,5,Automotive,Motorcycle Repair,4,4340475,3658050,0.16,5339872,229122,19876016,24,449,2,51,No,-0.66,13.0,Inventory,64,Partnership,Growth,Low,Equity Bank,25,4969004.0,22459898.08,2385121.92
Nyagatare,Rukomo,Rukomo II,Rural,6,6,8,Automotive,Car Wash,10,305427,219542,0.28,6091783,1494169,12540009,36,425,4,86,No,0.17,12.5,Equipment Purchase,21,Partnership,Growth,High,VisionFund,42,5266803.78,14107510.12,3699302.66
Nyagatare,Karangazi,Rwimiyaga,Rural,4,5,9,Retail,Beans Shop,4,4233128,3801286,0.1,7972010,308755,3417390,18,558,2,9,No,-0.9,13.0,Equipment Purchase,61,Cooperative,Growth,Medium,VisionFund,35,1196086.5,3861650.7,751825.8
Musanze,Muhoza,Ruhengeri,Peri-Urban,7,4,3,Agriculture,Coffee Growing,8,4182370,1087874,0.74,3671176,285226,14329931,18,574,3,39,No,0.48,15.0,Tech Adoption,90,Cooperative,Declining,Low,Bank of Kigali,17,2436088.27,16479420.65,286598.62
Musanze,Busogo,Busogo I,Peri-Urban,8,2,8,Automotive,Spare Parts Shop,6,2063772,995778,0.52,3618655,654296,12360074,12,325,0,79,No,0.23,12.5,Expansion,85,Cooperative,Mature,Low,Bank of Kigali,30,3708022.2,13905083.25,2163012.95
Kigali,Kicukiro,Kicukiro Centre,Urban,8,9,3,Manufacturing,Metal Works,20,1192846,543529,0.54,6371474,877321,16134214,36,538,2,96,Yes,-0.07,12.5,Equipment Purchase,37,Cooperative,Growth,Low,Bank of Kigali,49,7905764.86,18150990.75,5888988.11
Rubavu,Kanama,Nyundo,Urban,4,2,9,Retail,Food Market,1,2023791,1983972,0.02,8760128,1289976,18535447,6,378,2,98,Yes,0.04,12.5,Inventory,100,Sole Proprietorship,Declining,High,VisionFund,38,7043469.86,20852377.88,4726538.98
Musanze,Busogo,Busogo I,Peri-Urban,6,3,6,Automotive,Motorcycle Repair,2,2067428,1641661,0.21,6050378,1631729,13922069,36,553,0,7,Yes,-0.18,15.0,Expansion,94,Cooperative,Growth,Medium,VisionFund,12,1670648.28,16010379.35,-417662.07
Nyagatare,Karangazi,Karangazi Centre,Rural,8,10,6,Retail,Clothing Shop,12,4699372,1015603,0.78,4201791,873148,12164726,6,390,3,22,No,0.61,15.0,Expansion,25,Sole Proprietorship,Mature,Medium,Equity Bank,21,2554592.46,13989434.9,729883.56
Kigali,Nyarugenge,Kimisagara,Urban,6,7,9,Retail,Mini Supermarket,1,4277766,778731,0.82,4253171,1147617,10251271,12,701,0,31,No,0.15,13.0,Inventory,19,Partnership,Early Stage,Low,Equity Bank,18,1845228.78,11583936.23,512563.55
Huye,Tumba,Tumba Village,Peri-Urban,8,1,8,Manufacturing,Bakery,0,1311415,287516,0.78,335885,967333,18064644,24,704,4,9,No,-0.53,13.0,Equipment Purchase,59,Sole Proprietorship,Early Stage,Low,Equity Bank,46,8309736.24,20413047.72,5961332.52
Musanze,Muhoza,Muhoza Centre,Peri-Urban,9,2,6,Services,Laundry Service,9,4994476,2357459,0.53,6109830,945635,17983680,36,424,4,99,Yes,0.21,12.5,Inventory,61,Sole Proprietorship,Declining,Low,Equity Bank,33,5934614.4,20231640.0,3686654.4
Kigali,Kicukiro,Kicukiro Centre,Urban,4,3,6,Manufacturing,Bakery,18,2382019,1398834,0.41,6711867,673839,19809523,36,343,4,81,No,0.72,12.5,Equipment Purchase,3,Sole Proprietorship,Declining,High,SACCO,16,3169523.68,22285713.38,693333.3
Musanze,Busogo,Busogo II,Peri-Urban,10,6,4,Services,Laundry Service,1,1434669,873531,0.39,3904203,647601,5744604,24,462,4,82,No,-0.07,13.0,Inventory,13,Cooperative,Mature,Medium,BRD,40,2297841.6,6491402.52,1551043.08
Huye,Tumba,Cyarwa,Peri-Urban,5,3,6,Automotive,Spare Parts Shop,10,3964867,259440,0.93,1743569,1416177,10868044,36,703,2,9,No,0.34,12.5,Inventory,6,Sole Proprietorship,Mature,Low,BRD,26,2825691.44,12226549.5,1467185.94
Musanze,Busogo,Busogo I,Peri-Urban,5,9,7,Manufacturing,Soap Making,17,629114,480217,0.24,1006806,395809,11928173,36,745,3,52,Yes,-0.7,13.0,Equipment Purchase,24,Sole Proprietorship,Growth,High,SACCO,20,2385634.6,13478835.49,834972.11
Rubavu,Kanama,Kanama Centre,Urban,10,9,8,Retail,Electronics Store,15,4576478,1063599,0.77,9025433,1898855,8727780,12,417,2,38,No,0.77,15.0,Inventory,67,Cooperative,Mature,Low,Equity Bank,35,3054723.0,10036947.0,1745556.0
Musanze,Muhoza,Muhoza Centre,Peri-Urban,7,2,9,Automotive,Car Wash,15,968538,414405,0.57,7650035,1402746,7758841,36,696,5,91,No,0.96,12.5,Expansion,4,Sole Proprietorship,Early Stage,Low,Bank of Kigali,20,1551768.2,8728696.12,581913.08
Kigali,Nyarugenge,Nyamirambo,Urban,9,9,9,Manufacturing,Bakery,20,3839355,2770668,0.28,9739904,964761,4473773,12,537,5,73,No,-0.93,14.0,Inventory,16,Sole Proprietorship,Mature,Medium,Equity Bank,22,984230.06,5100101.22,357901.84
Huye,Ngoma,Ngoma Centre,Peri-Urban,6,10,3,Manufacturing,Textile Production,0,2568556,2240253,0.13,696422,1320396,14440046,6,787,3,60,No,0.38,15.0,Equipment Purchase,75,Partnership,Declining,High,VisionFund,37,5342817.02,16606052.9,3176810.12
Nyagatare,Karangazi,Rwimiyaga,Rural,8,8,5,Manufacturing,Soap Making,11,4858421,4828992,0.01,3047159,660755,5853011,18,529,3,68,No,-0.3,13.0,Tech Adoption,12,Cooperative,Early Stage,Low,BRD,46,2692385.06,6613902.43,1931493.63
Nyagatare,Karangazi,Karangazi Centre,Rural,9,10,4,Retail,Food Market,10,1508471,803176,0.47,7234563,647250,9842068,12,786,2,29,No,0.27,14.0,Inventory,61,Cooperative,Early Stage,High,VisionFund,7,688944.76,11219957.52,-688944.76
Kigali,Nyarugenge,Kimisagara,Urban,5,4,9,Services,Internet Cafe,2,4825026,4056191,0.16,1976330,218895,11971086,24,654,3,32,No,0.49,13.0,Equipment Purchase,70,Partnership,Growth,Low,Equity Bank,16,1915373.76,13527327.18,359132.58
Huye,Ngoma,Ngoma Centre,Peri-Urban,8,3,8,Agriculture,Bee Keeping,10,3926033,835223,0.79,4126467,920369,7206901,36,509,0,58,Yes,-0.18,15.0,Tech Adoption,61,Cooperative,Early Stage,High,VisionFund,30,2162070.3,8287936.15,1081035.15
Rubavu,Kanama,Kanama Centre,Urban,4,9,4,Services,Repair Workshop,6,1030155,482224,0.53,4739252,56128,16366513,36,830,4,62,No,0.1,15.0,Inventory,38,Cooperative,Mature,Medium,Equity Bank,40,6546605.2,18821489.95,4091628.25
Musanze,Muhoza,Muhoza Centre,Peri-Urban,10,3,4,Automotive,Motorcycle Repair,6,1109261,360894,0.67,7527402,1873172,15310444,6,812,5,67,Yes,0.63,14.0,Equipment Purchase,88,Cooperative,Growth,Low,BRD,25,3827611.0,17453906.16,1684148.84
Musanze,Busogo,Busogo II,Peri-Urban,5,3,8,Agriculture,Pig Farming,9,883328,358747,0.59,5766695,165144,19156774,36,491,3,57,Yes,-0.95,14.0,Inventory,82,Cooperative,Mature,Low,Equity Bank,28,5363896.72,21838722.36,2681948.36
Nyagatare,Karangazi,Karangazi Centre,Rural,4,10,9,Manufacturing,Metal Works,20,1277469,400009,0.69,492881,1274897,14737252,24,755,1,48,Yes,-0.66,13.0,Equipment Purchase,63,Cooperative,Declining,High,VisionFund,45,6631763.4,16653094.76,4715920.64
Kigali,Kicukiro,Gatenga,Urban,6,7,4,Manufacturing,Bakery,1,1503516,624570,0.58,9509146,34460,7234565,12,511,5,98,No,0.26,15.0,Inventory,60,Cooperative,Early Stage,High,VisionFund,9,651110.85,8319749.75,-434073.9
Rubavu,Kanama,Kanama Centre,Urban,5,2,6,Agriculture,Coffee Growing,20,3255971,1476990,0.55,7394607,541023,5862529,12,317,0,76,No,-0.63,12.5,Inventory,0,Partnership,Mature,Low,Bank of Kigali,27,1582882.83,6595345.12,850066.71
Nyagatare,Karangazi,Karangazi Centre,Rural,6,9,7,Automotive,Car Wash,15,4503532,376005,0.92,7690568,281250,5248830,24,470,3,89,No,-0.43,12.5,Equipment Purchase,11,Cooperative,Declining,High,VisionFund,29,1522160.7,5904933.75,866056.95
Musanze,Muhoza,Ruhengeri,Peri-Urban,8,7,4,Agriculture,Maize Farming,0,1891106,1607808,0.15,8681418,297934,19102475,18,524,2,10,No,-0.45,12.5,Inventory,57,Partnership,Mature,Low,BRD,48,9169188.0,21490284.38,6781378.62
Nyagatare,Rukomo,Rukomo II,Rural,4,9,3,Agriculture,Pig Farming,6,650772,102784,0.84,2460817,139589,16879166,18,691,3,51,Yes,-0.25,14.0,Inventory,98,Partnership,Growth,Low,Bank of Kigali,39,6582874.74,19242249.24,4219791.5
Musanze,Muhoza,Ruhengeri,Peri-Urban,7,6,6,Services,Salon,15,3332542,3328139,0.0,9083270,429623,11186792,12,345,2,42,No,0.54,15.0,Tech Adoption,37,Cooperative,Growth,Medium,Equity Bank,18,2013622.56,12864810.8,335603.76
Huye,Tumba,Cyarwa,Peri-Urban,10,5,7,Agriculture,Coffee Growing,7,1322849,1013630,0.23,886719,791093,3786043,12,396,0,10,Yes,0.77,13.0,Tech Adoption,67,Cooperative,Growth,High,VisionFund,34,1287254.62,4278228.59,795069.03
Kigali,Gasabo,Remera,Urban,6,2,9,Manufacturing,Furniture Making,16,687037,467847,0.32,1883449,1525114,7563089,18,656,0,59,No,0.88,15.0,Inventory,97,Cooperative,Growth,Low,BRD,10,756308.9,8697552.35,-378154.45
Nyagatare,Karangazi,Rwimiyaga,Rural,10,7,5,Retail,Food Market,7,4176691,3074240,0.26,5320148,109295,17990598,36,403,0,71,Yes,0.69,12.5,Expansion,66,Sole Proprietorship,Mature,Low,Bank of Kigali,20,3598119.6,20239422.75,1349294.85
Nyagatare,Karangazi,Karangazi Centre,Rural,4,7,4,Services,Photocopy Center,6,2025171,1806466,0.11,171315,806733,15618348,6,695,4,52,Yes,-0.13,14.0,Inventory,87,Cooperative,Mature,Low,Equity Bank,39,6091155.72,17804916.72,3904587.0
Musanze,Muhoza,Muhoza Centre,Peri-Urban,10,7,5,Manufacturing,Textile Production,2,4488986,3101672,0.31,4499242,448685,16377159,6,849,4,90,No,0.86,15.0,Inventory,37,Cooperative,Declining,Low,Bank of Kigali,18,2947888.62,18833732.85,491314.77
Nyagatare,Rukomo,Rukomo I,Rural,7,2,9,Retail,Beans Shop,11,478336,353107,0.26,9680265,409081,14215250,12,807,4,58,No,-0.07,13.0,Expansion,70,Partnership,Declining,High,VisionFund,7,995067.5,16063232.5,-852915.0
Musanze,Muhoza,Ruhengeri,Peri-Urban,5,3,9,Services,Repair Workshop,7,739040,705249,0.05,6303474,199386,5310575,12,595,3,26,Yes,-0.31,12.5,Inventory,22,Sole Proprietorship,Mature,High,VisionFund,32,1699384.0,5974396.88,1035562.12
Rubavu,Gisenyi,Gisenyi Town,Urban,9,7,8,Agriculture,Pig Farming,10,731746,167140,0.77,8391263,1575111,19179906,36,818,3,97,Yes,0.37,13.0,Tech Adoption,78,Partnership,Mature,High,VisionFund,13,2493387.78,21673293.78,-0.0
Nyagatare,Karangazi,Karangazi Centre,Rural,5,6,5,Agriculture,Bee Keeping,10,1806163,1709243,0.05,2903490,311790,7122875,36,766,5,93,No,0.21,14.0,Equipment Purchase,80,Sole Proprietorship,Mature,High,SACCO,16,1139660.0,8120077.5,142457.5
Huye,Ngoma,Ngoma Centre,Peri-Urban,7,8,9,Services,Internet Cafe,17,3025642,479046,0.84,4275948,1714299,237117,6,320,1,36,No,-0.08,12.5,Equipment Purchase,74,Cooperative,Declining,High,VisionFund,44,104331.48,266756.62,74691.86
Musanze,Busogo,Busogo I,Peri-Urban,10,6,5,Manufacturing,Furniture Making,17,3700581,687188,0.81,1349893,557168,16858501,24,802,5,99,No,-0.19,15.0,Tech Adoption,47,Partnership,Mature,Medium,VisionFund,43,7249155.43,19387276.15,4720380.28
Nyagatare,Rukomo,Rukomo II,Rural,5,2,8,Automotive,Garage Services,12,2693478,717218,0.73,5850894,721316,17850676,24,815,2,29,Yes,0.17,15.0,Tech Adoption,98,Sole Proprietorship,Mature,Medium,VisionFund,50,8925338.0,20528277.4,6247736.6
Nyagatare,Rukomo,Rukomo I,Rural,8,2,4,Agriculture,Bee Keeping,19,4087040,2346777,0.43,5353103,754769,7030019,24,836,1,82,No,0.86,13.0,Expansion,30,Sole Proprietorship,Growth,Low,BRD,46,3233808.74,7943921.47,2319906.27
Huye,Ngoma,Ngoma Centre,Peri-Urban,4,5,4,Retail,Electronics Store,6,1837241,555818,0.7,2214524,451744,3834551,12,571,3,86,No,0.59,13.0,Tech Adoption,80,Sole Proprietorship,Growth,High,VisionFund,50,1917275.5,4333042.63,1418783.87
